"sample_id","sample","filter_id","filter","raw_n","spec","price_conv","price_se_conv","price_pv_conv","price_bc","price_se_robust","price_pv_robust","price_h_left","price_h_right","price_obs_h","fs_conv","fs_se_conv","fs_pv_conv","fs_bc","fs_se_robust","fs_pv_robust","fs_h_left","fs_h_right","fs_obs_h","error"
"panel_b_ex2","ex_super=f & ex_super2=t","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",613,"h040_020_fe",-0.0248993259203297,0.0441107620833908,0.572432398021236,-0.0364413627422282,0.0776836011441927,0.638998292991963,0.4,0.2,307,0.560219205323414,0.0684205886020575,2.6587944801929e-16,0.402850361057117,0.107541310531369,0.000179672517754861,0.4,0.2,307,""
"panel_b_ex2","ex_super=f & ex_super2=t","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",613,"msetwo_no_fe",-0.0763472835435667,0.0973933797412417,0.433095095334328,-0.0955466263726251,0.118341613585653,0.419447710599951,0.204891706669702,0.0932590258243909,225,0.393905848496275,0.107041768646028,0.000233301124335713,0.364769685714155,0.122541367948391,0.00291362797779993,0.16732360042883,0.0879811661879258,220,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"msetwo_fe",-0.0609176641376706,0.0902751894553066,0.499803077645925,-0.0795843840621565,0.108156045766564,0.461834606676464,0.203212060699948,0.11871993500341,144,0.475215097983485,0.156375151967385,0.00237410148984705,0.442583806149276,0.184103169757687,0.0162168248380751,0.196809528475794,0.125357728127624,148,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"twomse_fe",-0.0161876853187801,0.0518462924370463,0.754869875932423,-0.0352412159950115,0.0873902309890121,0.686755016446746,0.406424121399895,0.23743987000682,192,0.542623351678466,0.106891019553439,3.84619397183287e-07,0.441617633621527,0.176866184188154,0.0125283365970029,0.393619056951588,0.250715456255247,420,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"h020_010_fe",-0.0661910668491145,0.0914188882253009,0.469040271655747,-0.12456507443794,0.150198119422987,0.406912923613002,0.2,0.1,135,0.485550860348755,0.157253518807487,0.0020171556944012,0.316439787548112,0.250262494586358,0.206075183885184,0.2,0.1,135,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"h030_015_fe",-0.016275080923365,0.0595052153521512,0.784463667338097,-0.0889366792650857,0.0972640518604335,0.360515179188601,0.3,0.15,172,0.535984350879597,0.123297737377211,1.37965873686146e-05,0.416211144306026,0.196193835387715,0.0338857802590969,0.3,0.15,172,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"h040_020_fe",-0.0168150194362278,0.0516974486766655,0.744985658988488,-0.0389944474605812,0.086747161973948,0.653057721090736,0.4,0.2,189,0.554640276082031,0.110544786580972,5.23930430259454e-07,0.439517161570807,0.178311400411354,0.0137057092207521,0.4,0.2,189,""
"panel_b_ex2","ex_super=f & ex_super2=t","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",454,"msetwo_no_fe",-0.0947842708138536,0.0944184951736077,0.315439358367259,-0.123816321533678,0.113541135041553,0.27549406318341,0.213544521037502,0.106924761149777,136,0.488038372881756,0.15557004371635,0.00170629458596175,0.459697026931989,0.182365925567143,0.0117108449436708,0.194682032765222,0.116660740146052,144,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"msetwo_fe",0.0904261857091263,0.0255114889690533,0.000393316800199736,0.116206943111983,0.0290068973917988,6.17078117228022e-05,0.218527481424671,0.0846237447525731,6827,0.144638789894437,0.0228546108606453,2.47318391144294e-10,0.134527353837888,0.0244435981250632,3.72150693446515e-08,0.0794265573528027,0.0601830679294904,3142,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"twomse_fe",0.0534573515623553,0.0165678040415479,0.00125279035707848,0.0958975937716627,0.0223401704105113,1.76586624888884e-05,0.437054962849341,0.169247489505146,9723,0.206470792555539,0.0184622831803276,4.91785553294443e-29,0.134213125816336,0.023307126246558,8.48853879122248e-09,0.158853114705605,0.120366135858981,5945,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"h020_010_fe",0.103316569619141,0.0256956975901369,5.80074575694618e-05,0.206448959062073,0.0340035938938428,1.26810616053217e-09,0.2,0.1,6519,0.220272861559269,0.0188012036960943,1.05673820738588e-31,0.151950176215659,0.0230754259778688,4.55084963207122e-11,0.2,0.1,6519,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"h030_015_fe",0.0683278940892598,0.0190658638583562,0.000338655147872587,0.134008344545012,0.0257932400471678,2.04188810136653e-07,0.3,0.15,8630,0.245026823190414,0.016474070775658,4.8996029514288e-50,0.19402220730341,0.0209621261930733,2.12540951391779e-20,0.3,0.15,8630,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"h040_020_fe",0.0574018401539958,0.0163638742979818,0.000451761979218341,0.106858952670877,0.0226644304789585,2.41911804568406e-06,0.4,0.2,9547,0.254890525932488,0.0151020147442001,6.54142986302545e-64,0.211401901728476,0.0196072231005634,4.1942051126952e-27,0.4,0.2,9547,""
"panel_b_no_ex2","ex_super=f","baseline","baseline",18483,"msetwo_no_fe",0.287612947413923,0.0487843419806046,3.73323223451931e-09,0.390912842459962,0.055439215958744,1.7738493223089e-12,0.148966777166995,0.086677366504946,5384,0.144649037044611,0.0230661433401653,3.58611552610221e-10,0.132945898063943,0.0246523555370941,6.9357573608959e-08,0.0874798166604975,0.0577731262495847,3597,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"msetwo_fe",0.0236967940893756,0.0264434857803868,0.370183473949932,0.0300836460173535,0.0302803927512536,0.320465130858495,0.370528408132367,0.0973129889603702,2822,0.274876306573546,0.0295737751688216,1.47765629249142e-20,0.268887317108729,0.0317410298205925,2.42700133675592e-17,0.287090212145541,0.0706264479703713,2395,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"twomse_fe",0.0107364271359586,0.0201030731443951,0.593293832124067,0.0237478248549854,0.0263547635734102,0.367544283133995,0.741056816264734,0.19462597792074,3667,0.310916060566851,0.0253259044294072,1.20972640178507e-34,0.273651741590802,0.030302087399179,1.70439259477214e-19,0.574180424291081,0.141252895940743,3456,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"h020_010_fe",0.0285932967294884,0.033793206414032,0.397482686266011,0.0746953800602071,0.0449382859277812,0.0964773135407465,0.2,0.1,2020,0.269756342497537,0.0300855130158454,3.06585850067239e-19,0.234835549903546,0.0365087619995541,1.25681916248245e-10,0.2,0.1,2020,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"h030_015_fe",0.0207120455532324,0.0253013719444838,0.413006941680267,0.0418432916419624,0.0353603443662461,0.236674630636307,0.3,0.15,2794,0.298425791782806,0.0262705111954066,6.63529169540142e-30,0.252987926615304,0.0333094366529058,3.07595887464596e-14,0.3,0.15,2794,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"h040_020_fe",0.0097908330915072,0.0225385122586221,0.663994667962079,0.0409598310530616,0.0317873903770044,0.197552505333714,0.4,0.2,3200,0.30306795455815,0.0243098913285711,1.13202682350657e-35,0.272251504655645,0.0311799773489884,2.51065365496067e-18,0.4,0.2,3200,""
"panel_b_no_ex2","ex_super=f","current_ltm_within2","|ltm_scr - host sum number_of_reviews_ltm| <= 2",8390,"msetwo_no_fe",0.0705596675437827,0.0370062388973689,0.0565598957263472,0.0774082921262298,0.0408474061031743,0.0580844313846051,0.328914777095087,0.0816090892836453,2624,0.264761770249266,0.030715739588754,6.71047621356824e-18,0.255686768444795,0.0330595686039776,1.04118369634277e-14,0.300139499615668,0.0639150695571993,2399,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"msetwo_fe",-0.0451602725691971,0.0261431982947839,0.0840923370112474,-0.0613067604101676,0.0304076531410068,0.0437830191858715,0.356384276785474,0.116620821638967,1721,0.286676550999377,0.0385396261007841,1.01844130410799e-13,0.273500546523975,0.0400182564603956,8.23521909371773e-12,0.463333010659201,0.0407437677361118,1582,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"twomse_fe",-0.023429347547766,0.0193356061754592,0.225619445281966,-0.0500491836990971,0.0264350533323215,0.0583195074760488,0.712768553570948,0.233241643277934,2193,0.339653304511889,0.0348791691647927,2.07602453377645e-22,0.284766198537203,0.0390665530819164,3.11665885511605e-13,0.926666021318402,0.0814875354722237,2207,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"h020_010_fe",-0.107899428866171,0.0474608903805246,0.0229997512424104,-0.171648987480304,0.0717010490714013,0.0166678553672736,0.2,0.1,1174,0.262699058113957,0.0465457000454432,1.66245187159569e-08,0.131602120612147,0.0695971857518763,0.0586361557717736,0.2,0.1,1174,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"h030_015_fe",-0.0444548911046909,0.0269085161621887,0.0985192303094728,-0.122955920597449,0.0436873014472567,0.00488600992529884,0.3,0.15,1710,0.321284498042313,0.0363174578351263,9.02600092721715e-19,0.21086624601822,0.0557300975658834,0.000154510978856293,0.3,0.15,1710,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"h040_020_fe",-0.0336546177261753,0.023627090535877,0.154328388115553,-0.0838788250496445,0.0366065840797429,0.0219426601521076,0.4,0.2,1925,0.331079325101264,0.0331223189709883,1.59228521653673e-23,0.255518798333791,0.0485121055627216,1.38585029376419e-07,0.4,0.2,1925,""
"panel_b_no_ex2","ex_super=f","single_listing_current_ltm_within2","single-listing host and |ltm_scr - number_of_reviews_ltm| <= 2",6525,"msetwo_no_fe",-0.0550959774707118,0.0291579977872657,0.0588159535212222,-0.074287450319065,0.0339870216777814,0.0288332164125648,0.345297587221945,0.115739323604152,1681,0.280885548800177,0.0401483475679821,2.63013012815746e-12,0.265319442277565,0.041703997835228,1.99186732625873e-10,0.433992851051005,0.0420558551340056,1568,""
